Gene ID	CV-H3K9ac_1.sort.bam	CV-H3K9ac_2.sort.bam	CV-H3K9ac_3.sort.bam	CV-H3K9ac_4.sort.bam	CV-H3K9ac_5.sort.bam	CV-H3K9ac_6.sort.bam	GF-H3K9ac_1.sort.bam	GF-H3K9ac_2.sort.bam	GF-H3K9ac_3.sort.bam	GF-H3K9ac_4.sort.bam
Gm13483	1581	1784	14209	1534	1041	450	19250	22599	20198	27900
Gm13490	544	547	1583	496	150	493	1100	1850	1300	800
Gm13498	836	641	2270	249	299	100	1250	1600	1300	1050
Gm13539	592	445	1990	495	150	440	1800	1850	2200	1750
Gm13544	594	345	1830	196	395	50	1700	2350	1750	2900
Gm13546	877	441	1528	347	49	348	2250	3051	2450	2800
Gm13547	632	496	1837	445	246	242	2450	1900	2951	2450
Gm13580	547	988	2568	345	444	397	3250	3050	3351	4899
Gm13582	742	243	1432	298	149	343	900	2100	1200	1550
Gm136	791	399	1585	394	149	196	1350	1450	1750	1449
Gm13629	643	547	1883	296	197	148	1450	1300	1099	800
Gm13710	448	589	4457	740	299	148	3950	7150	6250	7100
Gm13718	530	689	1923	595	447	100	3154	2950	3350	4250
Gm13749	519	398	1338	296	147	98	1301	2650	1900	1200
Gm13752	690	542	1682	146	98	50	900	1700	1850	700
Gm13807	748	792	2376	296	347	349	2000	2252	1700	2650
Gm13845	1789	2537	18765	1934	2040	900	27249	30244	27093	36341
Gm13871	394	393	1431	444	445	443	1201	1700	1650	1250
Gm13889	817	545	2487	636	298	197	2450	2500	1850	2400
Gm13939	731	293	1979	497	397	198	2300	2400	1949	2951
Gm13944	693	494	1488	394	98	200	1400	1400	1200	1252
Gm14005	646	1035	2429	545	148	300	3250	2850	2800	2000
Gm14015	442	546	1580	249	149	150	550	1550	1350	850
Gm14023	1335	1584	9621	941	744	493	12051	12801	13150	18651
Gm14047	835	543	1673	542	497	297	1700	1750	2050	1050
Gm14057	768	496	2369	345	249	347	1850	2150	1650	1400
Gm14085	827	697	1943	198	285	447	2300	2150	2700	1650
Gm14092	646	689	1791	393	0	396	1050	1550	1750	1550
Gm14124	446	199	1634	0	198	194	1200	2300	1450	950
Gm14137	1131	1193	4153	545	591	593	6050	5600	5750	8300
Gm14139	942	445	1289	247	199	199	950	1650	1650	1450
Gm14151	493	397	2023	395	100	149	1550	1800	2000	1150
Gm14164	573	932	3858	643	643	150	7300	6852	7500	9750
Gm14169	945	597	1891	434	594	198	2346	1850	1750	1900
Gm14204	399	592	2081	745	348	397	1050	2100	1800	1700
Gm14207	1040	1687	9545	1333	1289	646	16851	14051	16700	26300
Gm14288	497	840	2476	437	297	99	4250	5100	4550	6000
Gm14295	479	448	2566	399	199	147	4300	4500	4900	5400
Gm14306	491	297	2368	298	246	99	3750	3200	4200	4700
Gm14308	449	443	2581	334	249	49	3500	3750	3800	4000
Gm14316	546	836	1881	646	297	446	1100	2400	1450	1900
Gm14318	4357	6484	51432	5750	5790	1541	90950	87550	103151	94501
Gm14322	739	698	2161	593	447	300	2800	3151	3199	4001
Gm14325	746	448	3924	347	595	244	6550	5900	6650	9300
Gm14326	495	986	3406	594	200	292	4800	5150	5600	8800
Gm14327	943	845	3183	444	590	346	4250	5750	4850	6950
Gm14345	395	298	989	150	98	199	650	1000	750	350
Gm14346	440	198	1038	149	47	49	600	1350	700	350
Gm14347	141	150	891	50	49	99	550	650	850	400
Gm14351	440	198	1038	149	47	49	600	1350	700	350
Gm14354	200	346	1237	50	300	138	750	500	950	550
Gm14374	247	250	590	199	50	0	500	1050	700	250
Gm14378	822	846	2579	498	747	397	2450	2400	2850	2700
Gm14379	445	798	2916	796	395	196	4700	4750	5500	6200
Gm14391	249	345	1134	250	49	191	500	1000	1050	1100
Gm14393	895	491	2424	247	244	396	1500	2400	1900	2150
Gm14403	794	697	2966	450	496	392	4200	3448	5950	5298
Gm14405	994	692	1826	250	348	199	1400	2450	1600	1200
Gm14420	877	742	2479	298	297	497	5850	6900	6500	6950
Gm14430	449	443	2581	334	249	49	3500	3750	3800	4000
Gm14431	448	447	2029	596	147	99	3450	3750	2800	4550
Gm14434	449	443	2581	334	249	49	3500	3750	3800	4000
Gm14435	490	194	2868	200	399	248	4550	5400	4550	5100
Gm14436	491	297	2321	298	246	99	3750	3200	4200	4750
Gm14440	497	840	2476	437	297	99	4250	5100	4550	6000
Gm14446	1238	744	3714	444	599	344	4050	5200	3450	4300
Gm14458	250	398	932	196	47	0	500	600	500	750
Gm14459	296	348	847	197	100	99	400	1000	850	600
Gm14461	394	392	1686	296	97	247	1250	1400	1600	1450
Gm14474	197	400	843	246	50	99	500	850	900	600
Gm14475	397	346	796	99	0	247	450	900	700	550
Gm14476	397	346	796	99	0	247	450	900	700	550
Gm14477	397	346	796	99	0	247	450	900	700	550
Gm14478	339	496	892	347	200	150	600	1050	850	800
Gm14479	397	346	796	99	0	247	450	900	700	550
Gm14482	146	348	1245	49	198	148	750	850	800	900
Gm14483	397	346	796	99	0	247	450	900	650	650
Gm14484	244	199	1338	100	248	0	850	1050	1000	800
Gm14492	296	945	2029	544	298	198	2100	1900	2000	2100
Gm14496	740	445	1530	249	49	249	1350	2550	1800	900
Gm14501	446	445	1233	345	98	50	850	1200	1101	900
Gm14511	433	100	1044	150	0	100	300	700	450	250
Gm14525	297	100	795	228	50	145	500	800	450	250
Gm14548	743	593	1690	148	100	298	1150	2100	1350	1147
Gm14625	441	397	1386	100	150	129	650	750	1100	600
Gm14632	346	99	693	98	100	0	450	850	250	400
Gm14634	1484	1535	13188	1644	1537	548	23049	27249	21698	30405
Gm14635	196	398	1021	94	149	150	750	1100	1100	1050
Gm14685	295	250	1391	296	100	249	1500	1300	1351	1600
Gm14692	194	195	1044	150	99	50	750	700	600	700
Gm14718	249	249	844	299	49	49	350	900	600	450
Gm14725	198	492	693	147	149	0	550	1050	650	1350
Gm14743	250	197	892	0	98	50	500	800	250	550
Gm14744	544	298	889	0	50	50	250	850	750	650
Gm14781	394	49	588	99	147	50	300	600	550	250
Gm14812	299	334	943	150	0	50	1100	1050	1250	1600
Gm14819	346	99	693	98	100	0	450	850	250	400
Gm14827	596	200	693	99	300	150	950	1050	750	700
Gm14850	696	836	3455	544	348	295	2600	3050	1201	1801
Gm14851	888	647	1980	643	248	294	1850	2800	2398	2150
Gm14872	1432	1838	11196	1137	1783	598	18650	20250	18849	27349
Gm14873	484	598	1985	248	299	299	2700	2350	2100	2500
Gm14920	347	300	789	200	100	99	600	700	500	550
Gm15008	298	394	1536	197	100	199	1400	1450	1200	1700
Gm15023	293	248	836	97	147	148	500	950	450	401
Gm15056	844	300	1667	197	198	200	950	1750	1100	950
Gm15070	188	444	545	97	50	149	600	350	900	800
Gm15080	100	150	643	147	100	149	550	1250	450	600
Gm15085	100	150	643	147	100	149	550	1250	450	600
Gm15091	243	448	1086	344	247	249	650	1197	851	750
Gm15093	150	195	641	100	0	50	250	1050	450	550
Gm15097	445	149	941	100	148	50	500	650	850	550
Gm15104	250	399	791	250	0	148	600	950	1000	550
Gm15107	147	291	843	50	194	50	550	900	900	651
Gm15114	198	448	789	197	96	100	551	1000	750	400
Gm15127	347	245	844	50	99	148	600	800	550	350
Gm15140	394	294	896	49	149	246	350	1150	650	300
Gm15179	746	843	1780	199	446	448	1400	1750	2100	1400
Gm15217	829	595	1930	246	150	250	1300	1450	1700	1450
Gm1527	694	545	1677	198	150	99	600	1900	1450	1450
Gm15284	841	489	3255	198	443	542	2250	3150	3350	2600
Gm15292	592	298	2275	148	100	200	1900	2550	2300	2150
Gm15293	498	598	2620	448	347	197	1050	2150	2300	1800
Gm15299	591	395	2242	394	148	199	1000	1600	1650	1350
Gm15308	345	446	3172	444	149	295	2300	2850	2300	1600
Gm15315	741	538	2283	149	300	393	1700	2400	1400	1650
Gm15319	2762	1326	6887	1093	596	925	4400	6746	5996	3200
Gm15348	736	648	2869	544	298	249	1599	2950	2500	2800
Gm15350	891	898	2725	495	597	448	1850	2450	1850	2100
Gm15386	594	446	1735	199	149	197	1000	1950	750	1150
Gm15401	1375	791	2220	445	591	247	3950	3500	3400	4400
Gm15408	1280	644	3562	496	345	296	4450	4851	4700	5850
Gm15412	494	290	1490	397	98	298	1250	1950	1200	950
Gm15413	829	396	1527	543	195	392	1550	1450	1550	1800
Gm15417	3107	6496	51111	4758	5049	1293	80753	78346	73599	87902
Gm15421	541	494	1583	296	145	345	1400	2200	2350	2050
Gm15441	943	588	3121	250	395	147	2600	4400	4399	4352
Gm15455	592	745	1732	347	644	345	1700	1550	1450	1000
Gm15471	940	845	3913	491	449	448	7150	7149	6100	6948
Gm1553	693	491	1490	295	247	249	1500	2100	1500	1450
Gm15545	1691	2341	19759	2137	2072	893	22749	28350	23100	35301
Gm156	442	444	1436	196	98	197	1050	2100	1600	1100
Gm15612	991	1780	11291	1241	1485	789	17951	19200	15750	24650
Gm1564	495	691	1683	546	293	200	1200	2250	1450	1750
Gm15645	683	593	1533	396	197	496	1750	1350	1350	1399
Gm15663	1338	2122	14709	2126	1588	648	19999	21200	19600	26700
Gm1568	644	698	2432	690	444	196	4250	3450	3751	3900
Gm15698	2971	2283	5934	846	882	639	5601	7952	7951	5150
Gm15706	1685	2979	23508	2121	2887	791	27349	32899	27449	39148
Gm15708	741	886	2475	548	596	298	2951	2752	2050	3399
Gm1574	693	496	2573	98	248	447	2900	2900	2750	3600
Gm15760	1526	1534	11015	1985	1533	545	17600	22649	19050	28000
Gm15772	1927	1888	20309	1629	2030	791	23242	34100	29001	33148
Gm15787	1295	1882	15203	1888	1681	592	21550	27201	21100	32250
Gm15800	1445	2092	12222	1746	1687	347	20909	19454	17002	22705
Gm1587	697	645	2083	49	299	98	1100	1800	1300	1250
Gm15880	645	496	2187	345	341	350	2400	2950	2000	2800
Gm15881	199	496	1719	298	148	200	951	1851	1601	750
Gm15910	693	692	2473	446	593	249	2300	2800	2501	2998
Gm15915	643	449	2331	397	396	160	3650	3401	3099	3901
Gm15941	1276	494	4747	1092	791	348	4949	3900	4400	5650
Gm15987	737	294	2222	296	593	495	2300	2202	1500	1650
Gm15997	637	545	2034	340	396	200	1551	2000	2150	1100
Gm16023	1667	1643	13352	1247	1578	492	25949	32846	29101	39800
Gm16039	1732	1731	13894	893	1088	446	21150	22701	23549	30349
Gm1604b	542	199	2382	399	398	199	1700	2100	1900	1450
Gm16062	2321	3513	30695	3024	2684	1244	45801	55350	40849	61950
Gm16119	1278	447	2429	794	440	146	5250	4100	5200	5350
Gm16157	743	198	2525	198	399	350	6550	8251	9001	9649
Gm16197	1064	645	2720	395	396	346	2550	2650	2000	2700
Gm16287	1040	646	3557	836	691	546	5850	8150	6250	11350
Gm16291	642	743	2208	396	200	347	850	1800	1600	1250
Gm16294	837	348	1340	395	99	200	950	1800	900	1000
Gm1631	1034	496	3113	646	348	247	3100	3450	3801	4050
Gm16325	549	596	1536	198	298	148	1250	2350	1400	1300
Gm16336	743	793	2078	298	244	396	1900	2050	2350	1950
Gm16367	0	0	0	0	0	0	0	0	0	0
Gm16381	788	300	1389	197	147	296	450	1650	1099	1000
Gm16386	891	650	7070	935	638	448	12600	15350	13450	17048
Gm16387	696	347	1678	200	146	199	1050	2350	1250	600
Gm16390	199	399	796	0	196	149	650	800	1000	450
Gm16404	386	298	745	50	148	100	350	550	450	300
Gm16405	296	297	694	245	50	50	400	1100	450	550
Gm16430	296	297	694	245	50	50	400	1100	450	550
Gm16432	788	447	1387	298	199	250	950	1850	1200	2050
Gm16442	844	497	1925	198	150	299	1200	2700	1750	1650
Gm16445	444	391	497	147	148	199	450	1000	700	250
Gm16451	844	497	1925	198	150	299	1200	2700	1750	1650
Gm1647	643	348	2135	199	249	398	2550	2250	2250	2050
Gm16497	895	544	1640	349	99	99	1550	1751	1550	1200
Gm16501	95	100	1236	150	48	247	600	500	750	200
Gm16515	1291	1185	6352	993	1084	348	8300	7900	8600	11550
Gm16516	2073	2518	14722	1686	1882	543	24450	26300	22799	27850
Gm16517	1389	693	8358	1034	845	443	12300	12550	12400	15750
Gm16523	744	699	2115	246	496	98	2950	1950	2400	2001
Gm1653	881	441	1690	245	248	147	1752	2650	1500	1200
Gm16532	587	441	1784	247	495	0	1000	1400	950	600
Gm16548	843	786	2368	197	298	297	2000	2649	3250	2700
Gm16551	535	1045	1390	297	249	249	1750	2002	2050	2750
Gm16576	1134	1292	8993	794	1393	450	12600	11296	9551	15651
Gm16596	798	841	3233	495	649	149	4549	4300	3950	3700
Gm166	1338	1587	10954	977	943	692	16997	16300	15698	23397
Gm1661	989	796	5553	1039	794	590	7750	10650	8052	12451
Gm16617	1369	646	1731	297	247	496	3150	2050	2550	3050
Gm16675	2480	3729	34860	4224	3979	1494	53148	62006	51598	57605
Gm16677	1333	1392	8091	793	799	395	9949	9950	9100	14100
Gm16701	543	444	1929	297	250	300	1750	2250	2201	1500
Gm16702	738	991	1938	148	294	440	2200	2600	2150	2650
Gm1673	694	592	1924	577	497	496	1950	3200	2650	2250
Gm1679	894	741	2413	298	346	344	2450	1800	1800	2100
Gm16793	898	2024	8139	1097	895	449	7750	7351	8600	10050
Gm16796	1338	2671	20195	2431	2241	544	27450	34599	29101	39603
Gm16833	939	745	4315	600	546	345	7450	7300	7950	10900
Gm16845	1587	1632	11160	1440	797	394	13901	14750	13052	18100
Gm16853	899	880	6090	893	746	346	8051	9649	8650	11248
Gm16861	1136	1292	8378	990	1191	543	12000	14501	12951	13900
Gm16880	641	644	1870	148	248	150	1801	2100	2200	2899
Gm16894	575	931	2431	498	196	300	3698	3201	2900	3251
Gm16897	1422	1587	9353	1094	1291	497	14500	14050	15949	18450
Gm16907	834	694	2629	399	400	544	2400	2650	2300	2050
Gm16973	247	645	2324	445	199	99	1400	2753	1450	1650
Gm16982	1193	1338	3604	645	791	547	4300	4000	4200	5350
Gm16998	2221	3053	22193	2776	3018	1090	35000	35700	33248	42000
Gm17019	944	843	2826	797	442	349	1950	2950	2800	1300
Gm17066	392	297	1433	198	149	150	1700	2151	1300	2500
Gm1715	840	396	1637	296	148	249	1100	1800	900	650
Gm1720	486	150	1486	99	100	99	2650	2500	2400	3400
Gm17252	672	592	1826	248	343	244	1250	1750	1850	1500
Gm17296	1284	894	5403	846	546	295	7450	8350	7701	9950
Gm17359	546	295	1484	198	148	147	1250	2000	1400	1450
Gm17365	884	645	2186	392	197	250	1250	2050	1750	900
Gm17384	346	545	1585	296	99	247	1550	2400	1950	1150
Gm17455	784	634	2234	398	397	150	2250	1950	1600	2450
Gm17495	733	446	1587	396	147	195	1050	1800	1450	850
Gm17660	584	643	2327	249	296	100	2150	2250	3000	1900
Gm17677	535	547	1480	247	99	489	1000	1450	1250	950
Gm17689	430	100	1379	396	99	249	650	2150	1150	900
Gm17727	644	396	1886	347	97	197	800	2050	1450	1250
Gm17745	1029	299	2422	243	347	149	1300	1950	1450	1550
Gm17746	591	444	1576	639	394	150	1800	1950	2150	1900
Gm17751	789	348	1483	249	145	0	1500	950	999	700
Gm17757	524	446	1768	392	293	347	1250	2850	2050	1050
Gm17762	893	647	4648	399	547	249	10301	7601	9150	12950
Gm17769	782	1096	3027	644	592	446	5350	5100	4950	6499
Gm17801	3156	3306	38507	2779	4181	1489	49497	60750	47596	63801
Gm17821	497	360	1342	248	48	199	500	1950	1100	950
Gm17830	1144	736	2527	292	196	150	1700	2700	1850	2001
Gm1821	1185	648	2232	445	148	93	1350	1700	1400	950
Gm18409	592	545	2132	448	345	298	2250	2600	2598	3300
Gm18756	394	592	1982	696	368	196	2350	2700	1705	1700
Gm18853	524	446	1768	392	293	347	1250	2850	2050	1050
Gm19276	643	248	2469	197	444	348	4650	5350	5150	8450
Gm19277	899	591	2656	542	246	248	1600	2250	1900	2148
Gm19299	690	742	2178	640	494	135	1900	1800	2250	2950
Gm19303	448	392	1683	200	295	196	800	1800	1050	750
Gm19395	591	345	2223	50	50	147	1250	1850	800	1050
Gm19402	832	644	2428	546	446	249	3350	2800	2600	2050
Gm19424	862	744	1834	447	346	99	1500	1450	1800	1700
Gm1943	1042	593	2285	49	148	200	1952	2350	1450	1450
Gm19434	542	592	2278	350	296	342	1750	2400	2100	3000
Gm19461	1090	693	2728	498	348	396	4200	4501	3600	5050
Gm19466	836	695	2172	149	445	189	2200	2550	3400	2750
Gm19510	945	594	2211	535	250	248	1850	2350	1750	3000
Gm19522	492	298	2410	298	248	149	1850	3550	2900	2900
Gm19557	992	296	2583	448	448	299	2849	3050	2550	3850
Gm19583	594	491	1532	349	341	197	1600	1900	1400	1550
Gm19589	634	595	1933	298	349	0	1050	2300	1700	1350
Gm19619	538	247	2083	345	291	497	2000	2050	2600	2600
Gm1965	644	446	2180	347	248	200	1700	1650	2150	1850
Gm19668	548	793	1785	489	482	150	2250	2100	1950	1800
Gm1968	692	942	2913	547	397	447	2600	2900	3000	2901
Gm19689	792	544	1787	294	250	97	800	2400	1050	1650
Gm19705	547	637	2074	298	347	247	2551	2250	2550	1900
Gm19710	1324	1784	12736	1292	845	449	20451	22750	21298	31950
Gm19757	391	446	2032	443	149	384	700	2150	1250	600
Gm1976	1294	1191	6865	944	746	396	9851	12051	11150	15000
Gm19782	447	494	1729	149	348	0	700	2301	1350	1000
Gm19784	791	396	2027	488	249	49	1600	1700	950	1100
Gm1987	429	348	892	199	50	199	650	500	450	350
Gm19897	729	833	3207	693	491	448	3450	3350	2850	3600
Gm1993	446	199	447	99	148	96	250	600	700	200
Gm1995	1463	1047	3019	547	446	244	1350	2900	1950	1650
Gm19990	750	792	1774	249	198	99	900	1150	1750	1249
Gm2002	247	248	681	296	199	199	800	1550	850	600
Gm20063	544	494	1581	294	198	298	1650	1500	1200	1350
Gm20098	643	539	1824	247	149	242	999	1500	950	1100
Gm2011	1523	1591	12676	1931	2076	742	29150	32800	27000	36850
Gm20110	682	398	1925	246	199	200	1350	2300	2450	3400
Gm2012	396	145	794	46	149	99	300	1100	350	300
Gm20125	689	199	1732	347	150	199	1449	1950	1550	1950
Gm20139	842	748	2237	248	198	397	1550	2500	1900	2899
Gm2016	840	543	2622	149	148	98	1451	2150	1550	1200
Gm20172	547	299	2081	593	50	150	1150	1200	1450	650
Gm20187	745	296	1644	199	300	344	1000	1800	900	950
Gm20199	1034	542	2822	347	295	148	5650	5799	5050	6500
Gm2022	596	544	2069	248	97	399	1850	2000	1800	900
Gm20257	1090	1937	12389	1295	1243	198	19200	20899	17149	22501
Gm20268	637	394	1389	200	347	247	802	1650	1000	950
Gm2027	790	745	2766	298	433	196	3750	3500	2800	4150
Gm2030	492	148	789	150	198	148	550	1000	500	450
Gm20300	542	547	1139	342	446	198	1751	2502	2100	2400
Gm20324	1289	2731	17413	2044	2591	898	20900	21899	21050	25300
Gm20337	3012	3562	42423	5412	3616	1094	45000	67902	47547	66253
Gm20356	695	540	1286	348	100	100	1350	1649	950	750
Gm20362	546	543	1927	348	50	146	750	1400	1000	650
Gm20408	838	246	1930	249	149	149	1150	1800	1250	550
Gm20410	497	199	1191	298	248	249	600	1200	700	600
Gm20516	544	248	1582	145	49	248	1200	1650	900	1100
Gm20554	794	746	1840	445	449	391	3100	2750	2250	3050
Gm20556	1086	1193	4361	743	743	496	6650	5750	4800	7650
Gm20571	1483	2380	16349	1442	1844	398	25200	26198	22902	30800
Gm20579	842	495	1482	197	149	148	900	2350	1300	750
Gm20580	693	346	1483	199	148	149	650	1700	1200	650
Gm20581	546	543	939	245	96	49	600	1650	901	950
Gm20594	1237	247	1385	343	0	391	1400	2550	1800	1550
Gm20597	789	295	1928	542	150	148	1450	1700	1100	1100
Gm20604	1629	1633	13920	1194	1886	444	21349	21000	23254	30001
Gm20605	1279	2574	14859	1785	1578	692	20600	20800	21151	30600
Gm2061	695	1093	5152	943	496	494	7800	6450	5500	8700
Gm2083	637	741	1826	349	296	296	949	2350	2102	1150
Gm2109	933	542	2090	349	347	346	2350	2650	2100	2952
Gm2115	770	843	2967	347	248	298	2600	2850	3550	2950
Gm216	628	400	1777	494	342	293	3300	3300	3150	3250
Gm2176	597	442	1240	296	297	249	1550	1900	1400	850
Gm221	448	397	1940	545	300	248	1250	1301	1750	2350
Gm2381	543	495	1835	296	148	545	850	1300	1350	700
Gm2382	1437	1585	11156	1195	892	448	17202	20401	16550	23254
Gm239	994	1629	13947	1594	1484	395	20650	35600	28750	32756
Gm2447	248	545	2320	346	299	194	1500	2100	1350	1300
Gm2506	0	0	0	0	0	0	0	0	0	0
Gm2516	536	248	1285	95	197	192	900	1300	1000	950
Gm2518	2138	2731	25684	2331	2388	893	35000	39447	35403	48896
Gm266	335	990	1535	398	248	297	1650	2850	2050	2300
Gm2663	734	343	1883	149	99	296	750	2050	1550	1350
Gm2694	645	347	2360	248	443	495	1650	1900	2050	1850
Gm2696	494	790	2372	494	297	473	2100	1750	2300	2000
Gm2721	693	548	1782	446	99	299	900	1350	1950	1150
Gm2762	643	446	1686	598	100	97	1798	2449	2550	1900
Gm2799	249	247	1383	99	100	0	400	1050	350	550
Gm2825	298	249	893	250	0	99	200	750	1000	450
Gm2837	736	396	1575	298	148	196	450	1050	950	600
Gm2848	747	491	2376	349	250	248	1650	2200	1850	1700
Gm2863	547	197	994	299	50	199	200	650	800	300
Gm2897	692	348	1681	249	148	397	2150	2200	1950	2200
Gm2913	288	345	790	99	50	0	600	1300	650	850
Gm2933	199	247	947	0	196	150	450	1398	600	600
Gm2a	694	1032	4364	348	581	446	6399	4850	5953	9250
Gm3002	743	497	2474	348	250	296	800	1650	1700	1251
Gm3020	695	646	1881	198	198	299	2000	2100	2000	3400
Gm3086	785	793	1830	546	347	100	1600	2550	2051	2250
Gm3139	0	0	0	0	0	0	0	0	0	0
Gm3143	835	591	1096	297	198	149	650	1800	1750	850
Gm3219	692	295	2534	598	245	298	2300	3050	2100	2752
Gm3230	642	1381	5649	797	796	494	13298	12804	11300	17450
Gm3238	647	639	2032	792	397	448	2850	2000	1700	1650
Gm3258	644	393	1191	298	249	290	1350	1849	1350	1350
Gm3264	788	491	1478	249	249	247	1250	1900	1450	1050
Gm3279	641	737	1537	397	200	246	1150	2100	1300	1150
Gm3285	794	595	2329	542	497	199	2150	2598	1500	1550
Gm3286	0	0	0	0	0	0	0	0	0	0
Gm3317	784	495	2028	298	150	198	1250	1900	1600	950
Gm3336	1178	841	8037	844	693	396	9057	6653	8050	12857
Gm3383	791	590	1974	198	199	149	1100	1250	1299	1000
Gm3402	697	495	1834	446	347	344	1650	1850	1250	1450
Gm3404	511	499	1768	150	148	485	1650	1850	1600	950
Gm3409	896	493	2471	397	246	298	1900	2150	1750	2050
Gm3414	888	298	1687	195	295	148	1300	2300	1650	1900
Gm3415	939	647	2083	400	399	347	1150	1600	2000	1350
Gm3417	1490	1590	11146	1089	1142	598	17502	20849	17450	25550
Gm3428	596	347	1535	200	49	246	601	1900	850	800
Gm3434	686	442	1639	149	345	196	1000	1550	1200	800
Gm3435	1516	847	9606	1242	1040	399	17852	22600	16749	24802
Gm3448	1490	1590	11146	1089	1142	598	17502	20849	17450	25550
Gm3494	784	495	2028	298	150	198	1250	1900	1600	950
Gm3500	844	697	2531	342	150	100	2450	3100	2650	3250
Gm3604	790	642	4400	595	400	395	6050	7300	7651	8650
Gm362	149	100	844	199	50	100	550	850	450	350
Gm364	396	97	346	197	298	0	700	1250	650	300
Gm3646	540	445	1832	200	441	140	1300	1650	1700	1500
Gm3696	347	394	2079	299	400	399	2350	2000	1350	2250
Gm3701	395	298	989	150	98	199	650	1000	750	350
Gm3706	440	198	1038	149	47	49	600	1350	700	350
Gm3716	979	443	2381	297	394	299	2750	2600	2800	2850
Gm3750	490	198	1138	149	0	49	600	1350	700	450
Gm3763	146	49	596	197	100	98	300	1100	700	500
Gm3776	840	696	3292	350	440	399	5550	6600	6700	6350
Gm382	346	146	595	50	149	0	450	950	800	200
Gm3833	539	643	1730	195	247	50	800	1950	1150	350
Gm3852	689	543	2567	346	150	346	850	2299	1600	1100
Gm3893	443	641	1185	246	197	149	1000	1300	850	450
Gm3925	794	1147	2329	592	490	246	1700	1650	1650	2150
Gm3985	792	743	1932	296	98	96	900	1550	1300	750
Gm4013	1335	2389	14328	1581	1791	839	22350	20249	21351	24950
Gm4027	395	495	1877	200	150	50	1050	1600	1150	1051
Gm4070	735	647	2384	247	99	50	2400	3100	2800	2950
Gm41	446	246	935	50	99	100	250	450	550	500
Gm410	789	446	2173	199	100	247	1400	1100	1550	1100
Gm4133	943	594	2524	291	199	294	1250	1950	1400	1150
Gm4141	891	841	2608	398	298	442	1100	2350	1400	900
Gm4172	745	494	2281	198	99	195	900	2500	1650	650
Gm4175	592	594	2375	246	247	149	850	2050	1200	1000
Gm4177	295	396	1983	396	48	248	800	1900	1150	900
Gm4179	745	494	2281	198	99	195	900	2500	1650	650
Gm4187	943	594	2524	291	199	294	1250	1950	1400	1150
Gm4201	891	841	2608	398	298	442	1100	2350	1400	900
Gm4214	592	594	2375	246	247	149	850	2050	1200	1000
Gm4216	295	396	1983	396	48	248	800	1900	1150	900
Gm4220	745	494	2281	198	99	195	900	2500	1650	650
Gm4224	540	342	1580	198	50	100	450	1150	950	500
Gm4251	541	373	1479	396	99	298	800	1300	1250	800
Gm4262	1235	993	5490	498	646	599	5850	5650	5750	10100
Gm4265	834	941	2033	297	100	150	1450	2650	2450	2050
Gm4278	745	888	2181	349	350	196	1600	2550	2350	2250
Gm428	893	297	1589	448	98	245	1150	1900	2050	1000
Gm4285	3278	3501	37906	4362	3811	491	43402	66193	47899	74156
Gm4297	297	393	494	100	149	193	600	450	600	200
Gm4301	598	197	1335	247	100	200	900	1450	1250	950
Gm4302	290	250	1381	150	246	97	750	1400	900	600
Gm4303	149	347	1037	197	50	49	800	950	600	550
Gm4305	149	347	1037	197	50	49	800	950	600	550
Gm4307	149	347	1037	197	50	49	800	950	600	550
Gm4312	598	197	1335	247	100	200	900	1450	1250	950
Gm4340	744	741	1574	198	100	298	750	1900	1100	850
Gm4345	395	318	1621	150	294	150	900	1900	900	900
Gm4349	1039	1193	4469	894	1045	146	7150	8002	7350	9600
Gm436	788	199	1740	149	97	293	1300	1850	1400	1050
Gm4371	575	640	2181	296	149	192	1350	2102	1751	1100
Gm438	795	645	1981	148	245	297	1800	2550	1600	2449
Gm44	493	247	941	149	149	50	350	1050	650	500
Gm4461	495	697	2621	149	196	49	1200	1850	1450	700
Gm4477	738	888	1787	399	248	198	1850	1550	2100	1650
Gm4489	444	444	1687	297	148	445	1450	1800	1400	950
Gm4498	594	495	1432	447	199	543	950	1850	1400	1200
Gm4532	1688	2083	13861	1290	1743	349	19999	23051	21150	25554
Gm4541	989	347	2135	248	149	250	1100	1200	1900	700
Gm4566	583	446	1579	346	247	292	802	2200	1800	1349
Gm4567	637	744	2233	543	50	696	950	1950	1350	1150
Gm4598	680	394	2326	298	336	200	2700	2450	3000	2600
Gm4636	1341	1141	9849	941	1141	246	14651	14650	12147	17550
Gm4684	1042	545	839	393	99	97	750	1900	1050	1050
Gm4710	644	296	2232	395	100	298	800	2000	1050	900
Gm4719	694	546	1092	198	150	149	850	1401	1200	1350
Gm4724	449	443	2581	334	249	49	3500	3750	3800	4000
Gm4736	445	246	1530	297	98	148	1350	1601	1500	800
Gm4745	634	696	1135	243	348	197	1150	800	1550	500
Gm4759	624	500	1728	100	148	49	1600	2150	1950	1800
Gm4763	647	844	2077	594	200	349	2250	1700	1500	1650
Gm4776	637	842	1685	100	147	346	1050	2400	1650	950
Gm4787	985	494	1441	297	247	247	1300	2050	1050	1500
Gm4788	448	347	1030	100	297	99	1200	1600	900	500
Gm4791	837	445	1828	199	295	397	1000	1950	900	750
Gm4792	695	542	2281	148	248	200	1550	2150	850	1150
Gm4794	693	248	1445	343	100	50	900	1750	850	1050
