Gene ID	CV-H3K9ac_F1.sort.bam	CV-H3K9ac_F2.sort.bam	CV-H3K9ac_F4.sort.bam	CV-H3K9ac_F5.sort.bam	CV-H3K9ac_F6.sort.bam	GF-H3K9ac_1.sort.bam	GF-H3K9ac_2.sort.bam	GF-H3K9ac_3.sort.bam	GF-H3K9ac_4.sort.bam
Pdcd4	4094	3195	2146	1998	1346	5599	3899	4700	5050
Pdcd5	4747	3841	3148	4439	1446	11750	13302	11300	16151
Pdcd6	5283	6593	7338	6486	2541	20600	39200	24350	29700
Pdcd6ip	9427	11630	12502	11231	3031	36700	60307	38601	55900
Pdcd7	6883	8931	10775	10585	3448	30199	33348	29448	36400
Pdcl	3634	4839	3743	3545	899	14200	15147	12650	22050
Pdcl2	2342	2392	1298	650	900	1200	3450	1500	1100
Pdcl3	5390	5983	5924	6787	2441	24600	29100	24000	42850
Pddc1	3687	4835	4994	6434	1795	17145	18550	19900	25150
Pde10a	1898	2345	1793	1299	946	1950	1650	2400	2150
Pde11a	3938	4138	3292	3392	1942	8301	6900	7400	8600
Pde12	6782	11116	9684	9926	2440	36700	42600	34650	53350
Pde1a	2340	1100	648	795	949	1250	1300	700	1150
Pde1b	2591	3139	1998	2096	1098	3250	3550	3600	3600
Pde1c	2589	1793	1243	600	1242	700	2500	1200	1250
Pde2a	3135	2547	1998	1394	1496	2000	1998	1850	1850
Pde3a	4434	5982	4982	4584	1988	13400	11901	12550	16253
Pde3b	3740	3940	4038	3841	1847	10150	9550	8500	11349
Pde4a	2940	3442	2497	1598	997	3200	2350	3250	2900
Pde4b	1551	1949	1145	549	746	1600	2000	1851	1400
Pde4c	2190	2792	1698	1099	899	3250	2750	2949	4800
Pde4d	2047	1792	1100	941	748	1300	1650	1900	800
Pde4dip	2227	1548	1348	1000	800	1850	2250	1650	2300
Pde5a	9784	14029	14822	15268	3942	50549	46196	45745	58601
Pde6a	2895	2394	1594	1647	1696	4400	4500	3500	5700
Pde6b	2545	1899	1294	949	1099	1801	2701	2150	1650
Pde6c	2538	1699	1646	947	948	1850	2150	2050	1350
Pde6d	3443	3692	2996	2641	1599	12450	10951	10350	15150
Pde6g	2799	2696	1891	1944	849	2850	2499	2949	3801
Pde6h	2721	2143	1098	1096	995	2350	1900	2050	1801
Pde7a	5987	6337	6839	7167	1525	21255	23205	20602	28005
Pde7b	2087	2292	1295	1047	1250	5400	4951	4650	5349
Pde8a	3988	3596	2550	2645	988	9500	8350	8951	12500
Pde8b	3713	3894	3930	3690	1498	7500	7450	6490	6900
Pde9a	4835	6287	6485	5829	1695	19650	18452	19846	23100
Pdf	4389	5337	4637	4941	1725	17400	16548	16050	19202
Pdgfa	6781	12207	11755	13027	3693	43199	44996	44945	60598
Pdgfb	3241	4192	3345	2441	1494	5550	4650	3448	5500
Pdgfc	3845	4988	3943	3943	1496	12200	14000	13150	18349
Pdgfd	1991	1841	1046	896	798	1700	1950	2100	1550
Pdgfra	2192	1148	1396	1050	1000	2100	2551	2600	2650
Pdgfrb	2294	2546	2397	2097	1101	4000	2700	3550	6002
Pdgfrl	2793	2143	1940	1248	892	5900	4750	5650	8000
Pdha1	4085	4697	5139	5187	1597	17450	25050	19600	22652
Pdha2	2344	1795	1045	849	847	1000	1850	1150	800
Pdhb	6285	8939	8371	7423	2147	20597	27700	21401	25750
Pdhx	3739	4680	2896	2793	1497	12300	12400	11549	16500
Pdia2	3226	2494	2794	1595	940	3400	3450	3300	3300
Pdia3	9305	10629	12578	13771	3489	31899	47149	36847	37699
Pdia4	6724	5633	5334	6273	2043	21551	29900	27754	28000
Pdia5	3142	3393	2690	2443	1693	5400	5750	5400	6450
Pdia6	4887	5292	5439	4886	1646	14400	19750	15751	16051
Pdik1l	9202	13978	14032	16026	3489	43150	43858	39897	48150
Pdilt	2988	1944	2046	1736	1048	5951	4950	5000	8600
Pdk1	5211	6039	4446	5092	1694	14151	14500	13200	16352
Pdk2	4683	6024	5536	3392	2349	19600	25500	18903	25000
Pdk3	1893	2593	2443	2142	849	6300	8099	7550	9149
Pdk4	2638	2740	1448	1196	550	4599	5650	6700	13902
Pdlim1	8975	11970	12367	12522	2798	34402	52253	37601	44454
Pdlim2	7920	12572	12516	11270	3541	24850	36001	30150	36450
Pdlim3	2382	2235	1144	1045	749	3100	2950	2900	3050
Pdlim4	2099	2990	1898	1697	1241	3300	3550	3150	2900
Pdlim5	6726	10675	11377	12627	3042	32300	42148	37249	54495
Pdlim7	3538	2844	2998	2243	1149	6400	5000	6600	10050
Pdp1	4581	4932	3685	3988	1995	10251	12950	9600	12850
Pdp2	3783	5284	3993	3944	1928	15500	14151	15501	21700
Pdpk1	5469	6795	5841	6290	2937	21697	21103	18202	30352
Pdpn	2043	1246	1396	1098	995	850	1450	1300	750
Pdpr	4525	6392	4895	5038	1797	15900	20050	14401	19900
Pdrg1	3587	5141	4888	4289	1947	11700	9750	10700	13750
Pds5a	7770	13140	14428	14777	3742	45697	49498	42953	59650
Pds5b	3882	3885	3384	3734	997	9256	8900	7598	9750
Pdss1	5179	7329	8282	7637	1742	22650	27750	24600	27700
Pdss2	5780	8892	8726	7526	2687	29898	31448	27444	39296
Pdx1	2737	2539	1395	2150	1395	2800	2950	2900	3349
Pdxdc1	7376	12522	11025	13578	3346	35797	43800	38901	48349
Pdxk	3985	4485	6687	5637	2839	16201	15501	17750	19000
Pdxk-ps	3332	3388	2397	2293	992	3300	3801	3801	4150
Pdxp	3244	2843	1995	1844	1297	3400	3200	2901	3300
Pdyn	1734	2186	1748	1000	944	1450	1850	1200	1300
Pdzd11	2391	3645	3193	4688	998	11751	16500	11750	15001
Pdzd2	2789	1798	1195	750	448	1250	1400	2100	1450
Pdzd3	3186	5987	2943	4040	2041	13352	14450	14398	15552
Pdzd4	1545	1300	1322	599	400	1900	1250	1999	2849
Pdzd7	2431	3884	2845	2492	1849	4900	5698	6000	10300
Pdzd8	6092	9087	9735	8239	2398	24248	27999	24350	32945
Pdzd9	2247	2396	1597	1149	799	3100	3250	2800	3600
Pdzk1	4047	5689	5230	3044	2193	17350	16400	18800	25952
Pdzk1ip1	3339	2741	1647	2150	1184	5501	4898	5600	7350
Pdzrn3	1679	2292	1287	1299	399	1650	1700	1650	2200
Pdzrn4	2098	1795	1648	1145	450	1300	1700	1300	850
Pea15a	3584	3642	3647	2248	1541	6650	6150	5950	7551
Pea15b	2443	1697	1099	1145	748	650	1000	1050	900
Pear1	2894	3591	2397	1695	949	3600	3500	3148	3851
Pebp1	4520	4086	3894	2891	1846	9002	9703	7749	10447
Pebp4	2486	1995	992	750	547	1450	1950	2250	1750
Pecam1	2698	2596	1343	1599	1193	1950	2750	2150	2700
Pecr	3339	2294	2237	1796	1049	6350	6449	5350	6603
Pef1	4633	6731	6128	5281	2087	21200	28605	24550	36302
Peg10	2044	3092	1296	1148	750	1051	2150	1300	1350
Peg12	1646	1398	1798	649	850	1300	1750	1100	850
Peg13	2591	3541	2736	2495	1344	6850	6901	7049	8650
Peg3	2995	1797	2089	1296	847	1200	2050	2200	1950
Peg3as	2286	1397	1299	897	748	1000	1800	950	550
Peli1	6278	10226	10068	9288	2043	32750	37850	33703	44308
Peli2	2592	3489	2651	2200	697	8050	7700	8052	11948
Peli3	2545	3794	1849	1644	700	3700	3900	4250	5700
Pelo	4829	4997	5137	5438	1545	16655	18846	17352	22448
Pelp1	4584	6383	6790	6178	1697	16100	17800	14348	20200
Pemt	1996	2044	2193	1050	900	2500	2700	3050	2050
Penk	1998	2236	1246	500	949	1300	2100	1650	1450
Peo1	4938	6389	5591	5891	1886	17900	18150	16400	23699
Pepd	4238	7034	7631	6680	1924	19703	23502	17196	21498
Per1	4088	4781	5041	4242	1746	12300	24600	16899	18749
Per2	7615	8027	17046	20192	3288	19500	44251	44450	33400
Per3	3937	5032	8627	9085	2194	17151	33597	28350	21800
Perp	6684	9888	11724	9732	2641	33596	39650	38600	47454
Pes1	3890	4243	4078	3244	1194	13550	19450	15248	21350
Pet112l	4588	4043	2990	2999	1396	12050	11850	12250	17001
Pet2	896	849	699	200	350	200	750	150	350
Pex1	4968	4189	4935	4581	1348	11900	14500	13350	20299
Pex10	5284	6446	6085	4532	2193	22550	21099	20048	30750
Pex11a	3442	4089	3544	3343	1546	12050	13000	12351	16600
Pex11b	4921	6094	5184	6038	2097	22650	22350	20297	28899
Pex11c	4273	5240	4491	4045	1592	13149	17652	13551	19099
Pex12	5984	9479	7937	8920	1746	28650	35201	30549	43001
Pex13	8130	11897	11626	10828	2444	42598	52049	42850	58450
Pex14	4178	6424	6092	5686	2195	19200	19849	19300	24300
Pex16	4629	8135	7935	7186	2643	27951	28900	27501	38301
Pex19	3784	5327	4240	3842	1943	19443	17451	18600	26700
Pex26	4786	6474	5291	5093	1843	16750	19000	15950	27000
Pex3	3644	4937	4144	3587	1796	15450	17449	14150	23801
Pex5	5642	8478	7383	8536	2194	25699	26750	27700	36400
Pex5l	1798	1743	1294	996	1000	1750	1650	1200	2200
Pex6	6068	9068	8478	9912	3536	24249	28250	24850	32101
Pex7	4636	5184	4296	4942	1844	12701	18050	13951	19600
Pf4	2342	1938	1294	696	1148	1700	2001	1500	1350
Pfas	3541	3238	3341	3191	1191	8252	8500	9147	14450
Pfdn1	5379	6140	5142	5287	1547	15750	18350	13950	20100
Pfdn2	5924	5775	5390	5488	1887	20899	23451	19250	31151
Pfdn4	2540	2293	2192	1300	1598	3050	3150	2750	3650
Pfdn5	4187	5983	4089	3096	1397	20551	18750	17550	27250
Pfkfb1	1446	1697	1395	1746	745	5100	6500	5400	8201
Pfkfb2	1797	2493	1248	997	940	2598	2500	3150	4050
Pfkfb3	2543	2889	2443	2397	1045	6350	4800	5500	8600
Pfkfb4	4880	6635	5284	4590	1694	18500	16200	17900	28049
Pfkl	4087	4088	4842	4841	1695	10950	13949	11901	15100
Pfkm	4686	7586	6688	6390	1844	22251	26001	23448	30450
Pfkp	5970	8036	6125	7740	3080	18501	20200	21100	23749
Pfn1	10533	17251	17522	17020	4335	61404	70655	51357	76053
Pfn2	2790	3299	2246	2393	900	6150	5999	6750	9351
Pfn3	2991	2794	1345	1095	1248	2499	2100	1800	1700
Pfn4	3243	3339	2144	2195	848	5450	5350	5752	7400
Pfpl	2393	1893	1546	747	697	1250	1750	1400	1950
Pga5	2681	1947	1050	1542	897	2650	2400	2650	3350
Pgam1	4138	5765	5881	5444	2542	15197	17601	16400	18650
Pgam2	2788	3444	2645	1993	1098	2850	3650	4100	4949
Pgam5	3048	4139	5031	5243	1448	12602	13150	12200	16550
Pgap1	4187	3941	3096	3798	1348	10900	15200	11450	15550
Pgap2	2141	3891	2745	2842	697	10751	10648	9000	14052
Pgap3	3589	5083	3343	3396	1443	15150	13601	14050	20150
Pgbd1	2987	3737	1995	2287	1395	7600	7450	8448	10899
Pgbd5	2240	2295	1796	1546	748	1550	2350	1500	1750
Pgc	2545	2145	1748	1496	644	2100	1750	2648	1199
Pgcp	3238	4294	2942	3596	1149	10150	10501	9650	9900
Pgd	4876	6345	5933	6485	2597	19249	19601	19750	26695
Pgf	2517	3630	2391	1593	1444	3300	1750	2950	2750
Pggt1b	4887	5038	5636	5342	1194	19800	20250	17200	22850
Pgk1	2193	2942	2745	3242	798	6400	18101	12700	12849
Pgk2	1745	1200	997	596	600	1000	1945	800	450
Pgls	5927	8287	7490	9031	3139	23050	25298	26953	31550
Pglyrp1	5236	4928	5029	3490	1742	9050	9550	10152	11603
Pglyrp2	2930	2346	1400	998	995	2400	2250	2050	1998
Pglyrp3	2581	1895	648	996	699	1100	2000	2097	750
Pglyrp4	2437	2144	946	800	534	2050	1700	1650	1200
Pgm1	5769	7776	6248	7506	2458	20401	28125	25857	32849
Pgm2	3898	3693	3541	3944	1848	8750	11601	10601	15200
Pgm2l1	3738	3688	2437	3246	1446	8850	8999	7300	11450
Pgm3	4238	4037	4392	3491	2049	12599	13900	11899	17500
Pgm5	2497	2744	1148	999	1596	2700	2950	2100	1800
Pgp	6294	9129	10275	12867	3745	30450	29843	34600	38400
Pgpep1	6824	10577	9079	8383	2897	27600	30050	27200	35049
Pgpep1l	2490	2295	1245	946	897	2350	1800	1800	2548
Pgr	2841	2346	1746	1300	997	3645	3300	2600	4600
Pgr15l	942	1199	149	250	399	750	750	450	500
Pgrmc1	3439	3892	3488	5094	1650	11502	12948	12600	16000
Pgrmc2	4533	4939	4591	5193	1750	18050	16252	16700	24150
Pgs1	4392	5592	5089	6092	1994	13599	17301	12900	19649
Phactr1	2086	1641	1094	1197	846	900	2050	1200	1200
Phactr2	4548	6939	6490	5476	2097	19300	21200	19050	22452
Phactr3	1985	2846	1298	895	946	2150	2350	1900	2150
Phactr4	4481	6730	7085	5293	2637	20350	21646	22146	26399
Phax	2597	3093	2297	1393	849	4001	4100	3800	4800
Phb	4984	4790	3498	2693	1996	12150	12400	11801	13650
Phb2	6637	9188	8835	10876	3244	29848	33700	32655	41702
Phc1	2390	1792	1200	850	895	2300	2700	2350	2650
Phc2	3032	3839	2795	2296	1199	7450	8400	8101	11150
Phc3	5137	7037	6081	5585	1898	18250	18101	18500	20350
Phex	1049	648	700	349	450	652	800	1000	650
Phf1	3717	4693	4195	4038	1595	12251	13003	12400	18950
Phf10	5283	6790	8344	7740	2194	26401	27850	23849	32499
Phf11	3472	2493	1397	1449	599	1800	2300	2300	1450
Phf12	7973	11914	11483	11317	2593	41665	40210	38805	57600
Phf13	6482	10396	9932	10485	2136	32950	34099	27949	48099
Phf14	5237	7743	7988	8381	1847	29299	31500	27350	35103
Phf15	5625	8237	9134	8683	2539	28404	24702	21847	29899
Phf16	948	649	650	449	299	1050	1250	1150	750
Phf17	1794	1998	1494	949	698	1750	2150	2300	1950
Phf19	2887	3289	2297	3642	1298	5350	4800	5800	7000
Phf2	9082	14274	14821	14225	3382	39603	41348	36995	46048
Phf20	4589	6437	4943	5338	2489	15052	19050	16152	25200
Phf20l1	4388	6182	7587	6134	1842	16901	21998	17600	24500
Phf21a	7570	11255	10581	11081	3245	35389	36401	35640	49648
Phf21b	3542	4095	3926	3147	1249	12701	10152	12048	16047
Phf23	7800	15577	13307	15311	4293	39853	48801	39649	57052
Phf3	2581	1596	846	1047	498	1350	2700	1900	1950
Phf5a	8336	10185	12536	11232	2841	36750	49400	37949	43652
Phf6	2439	3587	2395	3088	699	12097	12154	10851	15202
Phf7	6648	8068	8785	6833	1849	23400	29650	23200	34701
Phf8	4776	5794	5630	5735	1497	24949	26801	21700	31150
Phgdh	2734	2701	2141	1698	1599	3599	3904	2800	3000
Phgr1	6133	9380	9875	9682	3184	29105	33846	32799	42201
Phip	8241	11434	10595	11531	2791	38350	40894	36197	39807
Phka1	2045	2150	1994	1096	600	5200	3550	4699	6849
Phka2	1795	3042	2941	2895	899	11450	10599	9750	14650
Phkb	7474	9872	9284	9400	2583	34451	39100	32550	49750
Phkg1	2688	2142	1847	1491	1050	2050	1950	2250	2550
Phkg2	3774	5086	4146	3996	1599	14301	14397	13399	16650
Phlda1	4082	5887	5236	7776	2246	15950	21353	14950	21798
Phlda2	3240	3095	1995	2197	847	6200	5250	5900	7700
Phlda3	2342	3045	2647	2100	1350	4000	3450	4450	4400
Phldb1	2791	2777	1394	1349	850	2850	3949	3050	4350
Phldb2	2645	3145	1547	1448	948	6950	7500	6450	9650
Phldb3	4382	6126	6839	5221	2338	16701	17000	17850	24400
Phlpp1	6336	10585	9334	10182	2940	23752	23101	25453	30100
Phlpp2	4587	5987	7237	6641	2434	23752	27010	24902	26798
Phospho1	4781	6882	8229	7089	2693	20449	26399	21801	32450
Phospho2	4083	4343	3939	3333	1642	11600	13650	14397	17000
Phox2a	2446	2148	2046	1598	1491	2350	2050	2700	2450
Phox2b	1546	2297	946	799	799	1200	2250	1050	1300
Phpt1	4422	4542	3491	3195	1687	8846	9150	9950	12200
Phrf1	7329	10532	10822	11670	3688	34350	42397	36802	49900
Phtf1	3588	4992	3595	3798	1536	10750	12100	13149	15450
Phtf2	3968	6781	6291	6792	1693	18800	21400	19300	25950
Phxr4	2696	2544	1342	998	849	1400	2350	1400	1400
Phyh	5281	6082	4935	5284	2429	20050	20550	21850	27750
Phyhd1	2818	3438	2490	2346	1498	4200	3845	3598	5549
Phyhip	2643	2495	2145	1533	1189	2200	2150	2401	2400
Phyhipl	1945	1500	1000	948	849	1649	2400	1750	1150
Pi15	1491	1848	1498	1100	600	1250	2000	1550	1150
Pi16	2324	3094	1739	1294	1299	2650	2051	2900	2350
Pi4k2a	4280	7076	5378	4694	1849	20000	24797	21150	28340
Pi4k2b	4692	6039	7535	6377	1996	19701	28951	20100	28449
Pi4ka	5575	6491	4546	5145	2096	18900	19150	21250	28600
Pi4kb	4694	6624	6172	6780	2694	23955	26252	21449	32853
Pias1	5341	8391	7641	7381	2098	23848	24454	22205	29054
Pias2	4678	6087	6289	5987	2347	17451	17502	15998	19949
Pias3	3695	5045	3588	4337	1297	11500	10855	10850	13850
Pias4	5982	7628	7084	6887	2234	21398	23700	19699	27401
Pibf1	4996	5540	3590	5530	1591	10250	13950	11200	15450
Picalm	10416	16777	15674	17895	3094	58101	78215	63803	83371
Pick1	5277	8231	7838	7084	2595	22651	26400	25248	32950
Pid1	2344	2296	1646	1096	697	3000	2600	2700	2350
Pif1	3045	3381	2792	2394	1098	7000	6150	7050	8700
Piga	2743	3588	3687	2988	794	9400	13950	11750	14100
Pigb	4733	5978	5135	4192	1594	18250	19000	19250	23600
Pigc	4833	5774	4643	3838	1745	17850	22050	18748	29250
Pigf	4342	6182	6337	5540	1893	20350	23650	20800	30400
Pigg	5483	8429	7431	8320	3094	27150	29600	25202	36500
Pigh	5035	4989	4597	4393	1992	13350	15549	14999	18200
Pigk	3042	4134	3242	3896	1249	11200	9050	9601	14500
Pigl	11756	19164	17531	18753	5344	68449	68846	69695	89044
Pigm	4138	4410	3237	3646	1940	11000	12050	10848	15100
Pign	5929	9468	8773	8780	3333	31000	36450	31351	46550
Pigo	3685	4491	4841	4494	1447	11750	15000	12101	17450
Pigp	6228	9481	9433	8428	2588	27597	27796	26243	33303
Pigq	3741	5233	4995	5436	2094	16301	16350	16105	22500
Pigr	12187	18641	15216	17601	4591	31649	29899	34850	30398
Pigs	4293	5893	4440	4043	1736	15003	14648	12449	17400
Pigt	4493	4131	3649	4539	1347	13048	11900	13600	17951
Pigu	4088	3999	3885	2990	1545	10700	12350	10051	17700
Pigv	5737	7040	7529	8032	2346	27200	30001	29299	37548
Pigw	6222	9525	6636	7839	2596	25901	29400	27100	33801
Pigx	4992	5692	5542	4337	1393	13950	14999	16050	22049
Pigy	4427	4182	3242	3344	1249	11250	12802	11303	14350
Pigyl	3830	6191	5039	5190	1777	11850	15648	13550	18152
Pigz	2845	2742	2346	1498	1099	3946	4550	4650	5650
Pih1d1	4983	9015	6473	7342	1897	22300	29050	21950	35000
Pih1d2	4686	9289	6585	6139	1542	23850	27304	20799	32701
Pik3ap1	4271	5039	3828	3039	1498	8199	6700	7050	10050
Pik3c2a	5871	7835	7039	7493	2692	26152	33997	29701	44449
Pik3c2b	7677	16171	13855	15619	4790	44805	40948	43950	51751
Pik3c2g	2044	1504	1047	545	699	1700	1800	850	1350
Pik3c3	3737	4243	2872	3242	1892	12300	12650	12450	14443
Pik3ca	2332	2339	1247	800	695	1500	2450	2100	1750
Pik3cb	3984	4740	4394	4884	1843	16652	14152	13201	21004
Pik3cd	2798	3040	2044	948	1297	2650	3400	2350	2150
Pik3cg	2242	2744	1297	1747	699	3502	3900	4049	3600
Pik3ip1	3090	3295	2145	1848	742	5197	4500	5150	4500
Pik3r1	7979	12723	12459	15024	3133	40701	34446	38203	41350
Pik3r2	7721	12480	10321	12272	3497	35397	41596	31300	45399
Pik3r3	6839	8732	7572	6739	2292	30849	25550	29804	40803
Pik3r4	4927	5528	4594	4943	1198	14300	18350	15450	19551
Pik3r5	2416	3246	2542	1593	1046	2400	3050	2100	3200
Pik3r6	2623	2443	1746	1079	1246	2100	2750	1850	1950
Pikfyve	3641	6087	4994	5086	1794	17104	14555	14704	22407
Pilra	2390	2592	1897	1247	1000	2250	1800	1799	1600
Pilrb1	2941	2497	1249	1350	998	1800	1900	1950	1600
Pilrb2	2836	2589	1650	1296	1544	2550	2100	2000	2550
Pim1	8540	17149	12177	10619	4594	48754	43302	31954	41313
Pim2	1393	2100	1996	1698	799	4649	3050	4200	5301
Pim3	7083	10932	10686	11285	3945	29341	39595	26700	33600
Pin1	3043	2847	2687	3089	847	7400	7250	6700	11550
Pin1-ps1	2880	1945	1598	1298	699	2650	2600	2100	1900
Pin4	2890	2694	2843	2832	777	7850	11800	9049	12201
Pinc	1797	1994	1047	448	995	800	1550	1250	1650
Pink1	5089	6135	6383	7626	2492	18201	16802	16350	25999
Pinx1	4337	4037	3543	3344	1595	10850	14500	11251	15444
Pion	4015	3290	2094	2496	798	6200	5450	4850	6700
Pip	1338	1398	1000	698	1042	950	1800	1400	650
Pip4k2a	2289	1998	2296	1594	596	2050	2600	1800	1850
Pip4k2b	4387	5227	4615	3892	1936	14803	14397	11300	18849
Pip4k2c	4594	4841	5640	5639	1849	15599	18000	16000	21350
Pip5k1a	4618	6686	5684	5841	1904	23850	27501	25297	36647
Pip5k1b	9394	12518	12075	15467	4092	33202	36648	32900	41699
Pip5k1c	4690	8133	7327	8485	3239	19650	20200	18053	25650
Pip5kl1	2647	2640	2044	2149	1295	2700	2850	3150	3400
Pipox	2988	2945	2045	2191	1098	7800	6000	6700	8552
Pir	1346	1495	898	800	500	2400	2750	2350	2700
Pira1	2540	2446	1196	849	549	1550	1450	1399	800
Pira11	2393	2043	948	800	948	1150	2100	1350	1147
Pira2	2244	1497	1746	849	943	1350	1100	1150	1150
Pira4	2393	2043	948	800	948	1150	2100	1350	1147
Pira6	2387	1649	895	1001	650	1400	1850	1950	1550
Pira7	2393	2043	948	800	998	1150	2100	1300	1147
Pirt	2734	2043	2097	1499	1492	3750	3050	4149	6200
Pisd	3729	4189	3440	4089	1541	11798	16050	12050	15950
Pisd-ps1	8938	11054	7971	8241	3081	25647	28500	25699	35499
Pisd-ps2	10968	13918	13697	10131	5192	35162	39837	35174	54441
Pisd-ps3	138326	152897	128351	105455	51396	373556	451928	384367	496428
Pitpna	7212	11830	14370	11428	3336	30650	36051	34650	40900
Pitpnb	5485	10446	9716	8637	2695	31152	33202	28551	40505
Pitpnc1	2629	5341	3944	2945	1548	9100	7553	9700	10900
Pitpnm1	4392	5833	5081	4742	2202	14000	13450	15300	21551
Pitpnm2	2235	3492	1496	1596	947	2000	2451	2200	2050
Pitpnm3	3241	3377	2748	2944	2194	6500	6000	6200	7600
Pitrm1	3388	3687	3045	3237	1347	4650	6750	5950	7750
Pitx1	4193	6786	6191	5295	1595	17101	14650	14801	17100
Pitx2	2143	2781	1744	943	888	3050	3350	3700	2350
Pitx3	1692	1950	1893	1597	700	2301	3400	2500	3999
Piwil1	1947	1499	1299	1197	694	1150	1600	1650	700
Piwil2	2046	1996	1100	947	1097	1947	2700	2100	1350
Piwil4	2395	2044	1496	1099	1095	2199	2250	2150	1900
Pja1	1736	2945	3044	2644	946	8550	9150	7801	8850
Pja2	5087	5584	5893	5191	1893	19049	18952	16101	28197
Pkd1	4029	5048	4638	4843	1949	12150	13101	12200	17950
Pkd1l2	2887	2699	2049	1894	1347	2050	2550	2350	2200
Pkd1l3	3190	1893	1147	998	699	1800	2000	2900	2301
Pkd2	3088	3695	3199	2699	1647	6550	6550	5850	6853
Pkd2l1	1843	2578	1150	1098	1045	1950	1800	1750	1400
Pkd2l2	2384	1549	1198	1099	1082	2750	3200	2250	3600
Pkdcc	5638	8582	8138	7093	1697	16501	16702	17750	24097
Pkdrej	2393	2842	2392	1747	1098	4200	3600	3599	4451
Pkhd1	2539	2094	1097	748	1050	2200	2700	2151	2350
Pkhd1l1	2092	2288	1246	1547	647	2650	3250	2500	2450
Pkia	2839	1599	1745	1196	848	2650	3200	2800	2850
Pkib	2098	1594	1000	1046	548	1350	2350	1250	1850
Pkig	3736	4244	3744	3096	1594	10549	13701	10951	14848
Pklr	3890	5687	4342	4491	2292	16900	13800	15100	22100
Pkm2	4541	4742	3346	4439	1945	10800	12551	10849	14951
Pkmyt1	4234	5487	4695	5276	2097	13100	15800	15399	19749
Pkn1	6333	6385	6137	7536	2495	19350	21200	18850	22249
Pkn2	6781	10932	11929	11970	2798	39008	42253	37359	57656
Pkn3	3686	3292	1797	2892	1543	7599	7350	6700	9000
Pknox1	5429	6942	7243	7741	2147	20048	22997	19202	29147
Pknox2	2834	2395	2432	1894	849	4200	3400	4050	6150
Pkp1	2941	4082	3488	3097	1894	7400	7450	7599	8500
Pkp2	3885	4889	5492	5393	1699	18700	19451	16399	23250
Pkp3	4289	6680	6833	5887	1600	11600	20650	15550	23200
Pkp4	5239	6142	6390	5095	1683	17504	20601	15503	20049
Pla1a	2346	2537	1344	1496	999	1956	2049	2400	2750
Pla2g10	3186	3743	2143	1897	1197	4150	3900	4354	4400
Pla2g12a	2683	3739	2497	2746	1937	6300	4749	6653	6800
Pla2g12b	5464	5742	5634	5741	2491	19450	23700	22700	28800
Pla2g15	3439	3190	2643	2442	1195	5100	5600	4850	7450
Pla2g16	4391	4086	2996	2394	1395	10250	8550	8750	11950
Pla2g1b	2045	2395	1347	1199	1037	2201	1999	1900	2900
Pla2g2a	3182	3440	2692	3540	1345	6100	8050	7202	7300
Pla2g2c	3423	3495	1945	1747	1096	3200	3400	4500	5100
Pla2g2d	2045	1890	1598	1298	1294	2400	2150	2000	2600
Pla2g2e	2894	3165	1644	1446	1346	2850	3350	2300	4700
Pla2g2f	3336	2799	3398	2294	1045	3950	3899	3650	3700
Pla2g3	2842	2195	2247	2200	894	4700	4500	5000	5200
Pla2g4a	2484	2047	1744	1496	747	5000	3950	5100	4950
Pla2g4b	3294	3142	2138	1644	1500	3050	2997	3350	2900
Pla2g4c	2180	1946	998	1150	645	1750	1600	2300	800
Pla2g4d	2394	2097	1695	1096	1394	1750	2900	2100	1400
Pla2g4e	2235	1945	1499	1245	798	2250	2200	2000	1000
Pla2g4f	1744	2644	1400	891	1048	2300	2250	2500	2050
Pla2g5	2539	1948	1697	1445	1149	1850	2850	2899	3500
Pla2g6	4541	6329	7284	6337	2047	20100	30200	22449	35100
Pla2g7	1677	2447	2082	1144	1295	2950	2700	2550	4900
Pla2r1	2491	2538	1247	1149	848	1750	2300	2550	2900
Plaa	4684	6441	6481	7535	1993	22450	25799	20249	26698
Plac1	946	899	497	700	200	700	1050	950	550
Plac1l	2098	1742	549	849	750	1201	1950	1050	850
Plac8	9671	17092	16624	13018	3693	44004	76698	48751	47553
Plac8l1	1550	2197	1145	999	449	1200	2300	1700	2000
Plac9	2495	2748	1449	1297	945	2700	3250	2450	3800
Plag1	4538	7035	6786	7837	2149	24399	28201	22599	30350
Plagl1	2185	1844	1099	1147	944	2251	2800	2701	3650
Plagl2	10191	12628	13430	14513	4243	43898	45250	41801	54352
Plat	3292	2943	1844	1647	747	4100	3752	3800	5400
Plau	2590	3195	2145	1897	847	3000	3400	2949	2700
Plaur	2942	2994	3092	2147	951	4450	6499	5300	8400
Plb1	2962	3190	1746	1346	1296	2700	2250	2400	2500
Plbd1	2391	3942	2894	3043	1495	11451	8050	9750	16303
Plbd2	3794	4281	3540	4591	1594	10150	9600	9549	13900
Plcb1	2542	3146	2391	1748	950	3850	4951	3850	5650
Plcb2	2194	2646	1647	1042	1544	2850	3050	3350	3949
Plcb3	6983	12174	12023	11324	3791	35050	38750	36851	43500
Plcb4	1834	2241	1198	942	1249	1550	1451	1550	1300
Plcd1	2740	2240	2287	2192	1442	2750	3200	2700	3200
Plcd3	3742	3940	4588	3544	2198	12000	12150	13250	19151
