gene	read_counts_per_gene_CV-H3K9ac_1.txt	read_counts_per_gene_CV-H3K9ac_2.txt	read_counts_per_gene_CV-H3K9ac_3.txt	read_counts_per_gene_CV-H3K9ac_4.txt	read_counts_per_gene_CV-H3K9ac_5.txt	read_counts_per_gene_CV-H3K9ac_6.txt	read_counts_per_gene_GF-H3K9ac_1.txt	read_counts_per_gene_GF-H3K9ac_2.txt	read_counts_per_gene_GF-H3K9ac_3.txt	read_counts_per_gene_GF-H3K9ac_4.txt
Psmc3ip	57	61	147	67	64	18	200	192	231	272
Psmc4	33	30	45	20	13	12	42	47	47	62
Psmc5	71	55	137	50	68	21	187	279	214	316
Psmc6	27	23	59	17	15	6	55	47	51	84
Psmd1	43	48	100	40	34	10	123	154	139	246
Psmd10	20	15	32	17	19	7	65	46	61	110
Psmd11	32	29	50	19	24	6	64	57	66	64
Psmd12	43	27	66	16	25	13	62	82	64	128
Psmd13	41	57	95	33	42	12	123	158	119	194
Psmd14	32	25	46	8	9	9	37	43	41	47
Psmd2	44	43	102	53	46	15	136	164	145	193
Psmd3	30	25	57	14	26	15	43	62	56	60
Psmd4	29	33	53	16	24	13	43	60	71	123
Psmd5	35	53	106	40	41	19	135	140	109	205
Psmd6	24	31	53	22	15	19	59	64	45	64
Psmd7	23	29	51	16	13	11	42	49	47	73
Psmd8	35	27	48	17	14	9	24	28	19	31
Psmd9	33	20	38	19	12	11	28	28	24	39
Psme1	23	55	85	37	38	16	109	104	101	147
Psme2	75	94	267	112	108	34	388	449	419	580
Psme3	32	35	129	60	57	16	163	206	165	266
Psme4	33	39	114	38	53	16	158	159	167	206
Psmf1	38	25	48	15	21	13	48	61	51	81
Psmg1	46	44	121	41	43	13	191	174	207	260
Psmg2	55	78	203	69	97	24	293	333	286	430
Psmg3	48	32	45	23	21	14	56	65	49	91
Psmg4	27	31	56	16	19	12	58	68	46	55
Psors1c2	33	27	30	10	9	12	20	23	20	20
Pspc1	33	24	53	12	13	5	68	65	88	102
Psph	63	95	278	89	68	27	281	395	322	417
Pspn	40	35	29	18	10	12	29	21	32	33
Psrc1	24	28	69	27	27	9	74	52	53	68
Pstk	22	25	35	22	10	7	31	42	24	40
Pstpip1	38	23	24	12	13	16	17	23	29	15
Pstpip2	40	27	41	15	19	14	46	37	45	59
Ptafr	35	29	47	22	16	13	23	23	22	16
Ptar1	32	38	80	27	28	7	106	95	107	138
Ptbp1	48	74	220	73	94	29	293	253	241	376
Ptbp2	36	32	63	33	27	9	71	80	67	83
Ptcd1	75	130	258	105	115	24	364	383	365	533
Ptcd2	46	51	127	38	39	21	134	146	128	194
Ptcd3	47	61	191	63	53	16	300	361	221	402
Ptch1	52	55	92	37	52	16	185	160	167	188
Ptch2	23	20	39	16	13	11	30	29	31	35
Ptchd1	9	14	11	10	4	2	4	7	3	2
Ptchd2	21	17	39	9	10	4	15	18	24	12
Ptchd3	26	17	29	14	11	4	18	16	13	15
Ptcra	29	30	27	17	10	12	29	27	24	35
Ptdss1	29	27	72	24	23	8	109	107	116	121
Ptdss2	39	41	56	26	19	17	58	53	50	96
Pten	97	139	370	165	167	42	441	549	397	453
Pter	31	13	29	13	8	4	18	35	35	26
Ptf1a	16	16	30	10	9	5	10	6	3	11
Ptgdr	27	23	21	15	7	10	22	17	25	24
Ptgds	27	25	33	15	17	15	36	24	32	29
Ptger1	16	28	43	16	20	15	22	29	25	35
Ptger2	23	20	35	12	7	8	16	22	19	22
Ptger3	19	20	42	11	7	9	14	31	19	29
Ptger4	49	52	175	59	61	12	131	168	134	225
Ptges	26	33	41	22	12	13	30	22	31	28
Ptges2	53	55	154	36	33	17	201	180	148	256
Ptges3	63	73	210	82	81	19	288	283	292	401
Ptgfr	22	14	28	10	9	7	14	15	20	16
Ptgfrn	60	93	196	75	76	24	246	261	260	357
Ptgir	34	20	49	25	14	9	20	27	16	27
Ptgis	30	22	35	17	13	15	17	14	18	24
Ptgr1	17	25	45	16	9	11	27	26	35	53
Ptgr2	35	36	104	41	42	11	100	113	86	136
Ptgs1	24	22	28	18	10	14	16	25	20	13
Ptgs2	24	26	26	10	6	5	13	19	12	16
Pth	18	19	35	13	8	4	11	28	20	18
Pth1r	19	18	32	23	9	10	23	16	19	26
Pth2	31	17	35	22	9	13	20	22	25	33
Pth2r	24	19	42	10	8	15	23	24	10	10
Pthlh	25	21	49	18	16	9	44	32	35	47
Ptk2	75	83	279	91	98	23	362	418	370	512
Ptk2b	39	26	39	17	15	11	27	29	29	42
Ptk6	37	37	61	23	25	15	43	47	61	92
Ptk7	25	21	46	28	11	16	38	35	41	39
Ptma	123	160	556	184	183	43	668	714	645	814
Ptms	33	47	98	42	29	16	137	123	113	192
Ptn	21	25	33	8	9	9	8	20	10	9
Ptov1	29	28	68	28	30	18	127	105	113	141
Ptp4a1	64	111	333	103	108	34	314	457	300	416
Ptp4a2	109	134	347	124	167	44	312	395	327	506
Ptp4a3	22	18	41	19	14	18	28	23	34	24
Ptpdc1	20	43	59	23	16	14	49	58	54	77
Ptpla	47	56	118	55	57	18	162	170	164	191
Ptplad1	33	25	65	27	35	16	75	69	69	114
Ptplad2	16	24	25	15	10	9	11	24	10	18
Ptplb	25	11	39	12	10	7	22	45	24	39
Ptpmt1	67	73	206	86	89	14	239	312	295	347
Ptpn1	38	80	158	60	75	25	208	184	179	299
Ptpn11	47	46	114	42	45	13	154	180	158	216
Ptpn12	44	74	183	73	59	19	220	252	218	370
Ptpn13	28	18	33	13	14	8	25	40	32	39
Ptpn14	18	25	24	12	14	7	25	37	20	31
Ptpn18	36	36	91	28	39	10	92	86	79	146
Ptpn2	33	23	50	26	15	16	50	49	70	88
Ptpn20	22	25	30	14	9	10	10	15	10	3
Ptpn21	57	68	168	84	58	23	190	205	175	263
Ptpn22	41	33	91	16	26	10	46	57	58	48
Ptpn23	38	55	121	46	36	13	139	139	158	233
Ptpn3	37	41	70	39	27	17	96	90	96	129
Ptpn4	37	35	98	36	40	24	108	116	97	122
Ptpn5	20	22	25	14	8	7	16	16	19	16
Ptpn6	34	62	87	52	37	16	132	129	161	227
Ptpn7	29	33	36	11	14	9	27	34	32	28
Ptpn9	40	31	63	22	28	13	54	57	60	95
Ptpra	33	25	58	20	23	18	60	56	47	87
Ptprb	18	24	27	8	6	12	13	18	17	10
Ptprc	29	28	30	11	15	10	12	20	16	7
Ptprcap	22	31	38	21	17	14	39	30	32	39
Ptprd	20	23	24	8	6	9	10	25	7	14
Ptpre	24	25	52	23	21	16	52	71	54	80
Ptprf	37	22	44	27	22	12	39	57	58	98
Ptprg	65	64	158	67	63	23	293	234	250	356
Ptprh	43	31	84	26	24	12	99	136	103	161
Ptprj	53	67	114	47	61	30	157	143	134	240
Ptprk	48	59	173	56	65	20	210	186	200	244
Ptprm	24	17	34	17	16	10	34	24	50	36
Ptprn	29	28	31	12	6	4	22	26	16	11
Ptprn2	32	26	45	27	22	12	41	44	43	28
Ptpro	24	25	28	12	9	13	25	17	17	6
Ptprq	26	10	24	10	6	6	16	11	15	12
Ptprr	22	12	30	9	7	9	24	26	32	33
Ptprs	24	27	36	17	14	16	10	26	26	30
Ptprt	21	30	35	20	14	13	21	19	21	17
Ptpru	20	25	33	14	11	11	28	24	28	29
Ptprv	22	41	49	20	24	6	41	30	23	26
Ptprz1	23	23	26	15	5	8	11	16	17	7
Ptrf	22	23	39	17	12	14	20	32	22	36
Ptrh1	38	38	60	42	23	17	79	102	83	130
Ptrh2	90	110	315	113	115	30	517	429	548	808
Pts	30	21	56	16	23	12	42	52	51	104
Pttg1	22	22	60	19	15	14	60	68	56	124
Pttg1ip	37	34	66	25	27	12	83	86	73	131
Ptx3	28	14	30	11	9	10	5	19	27	7
Ptx4	17	21	29	13	14	6	26	33	29	34
Puf60	48	46	143	41	48	17	203	225	212	326
Pum1	37	38	80	34	30	10	83	82	86	123
Pum2	34	29	61	35	33	17	94	96	68	98
Pura	88	128	333	130	173	43	401	488	379	572
Purb	57	58	158	46	58	18	215	302	264	401
Purg	70	93	201	91	102	30	306	305	314	409
Pus1	29	36	66	16	23	12	63	75	76	117
Pus10	43	71	158	57	68	17	255	332	292	371
Pus3	25	28	40	16	15	8	51	43	36	48
Pus7	34	19	41	18	11	8	28	36	40	37
Pus7l	60	89	253	65	77	37	290	307	292	427
Pusl1	51	95	170	73	84	33	239	269	224	305
Pvalb	21	14	18	12	9	15	23	15	18	17
Pvr	34	15	32	20	19	10	31	40	44	55
Pvrl1	64	82	191	92	83	31	256	252	213	335
Pvrl2	43	52	100	34	40	18	123	98	119	187
Pvrl3	69	81	173	77	62	23	237	241	249	352
Pvrl4	16	18	41	13	12	12	29	18	38	39
Pvt1	32	27	58	22	24	12	38	53	52	39
Pwp1	35	22	49	20	19	15	28	36	24	47
Pwp2	28	24	36	15	19	8	32	47	46	44
Pwwp2a	24	34	50	14	15	6	54	59	72	78
Pwwp2b	49	73	163	75	61	24	216	243	231	314
Pxdn	25	21	25	19	14	16	27	17	23	17
Pxk	33	31	46	18	24	7	41	53	54	100
Pxmp2	33	44	75	40	40	13	85	113	109	137
Pxmp3	71	95	234	105	105	28	220	282	196	210
Pxmp4	43	34	82	27	32	14	96	112	99	162
Pxn	27	18	55	25	20	8	45	41	39	77
Pxt1	16	15	38	14	7	7	22	31	16	12
Pycard	27	32	45	20	13	9	42	38	36	45
Pycr1	30	37	46	20	10	13	35	45	32	52
Pycr2	46	38	80	23	25	20	84	71	89	125
Pycrl	19	22	32	23	22	9	29	37	30	70
Pydc3	23	20	28	11	10	7	8	11	14	9
Pydc4	23	19	26	8	15	8	12	20	16	8
Pygb	29	35	77	22	22	11	86	102	100	144
Pygl	33	27	38	10	14	9	25	23	20	20
Pygm	22	18	31	17	8	7	44	25	14	25
Pygo1	25	14	20	12	7	9	10	11	15	14
Pygo2	68	94	194	91	82	26	201	215	208	259
Pyhin1	18	12	29	7	6	9	13	24	5	11
Pyroxd1	25	33	74	18	14	12	74	79	75	110
Pyroxd2	38	55	92	38	25	17	135	123	105	157
Pyy	26	21	38	20	12	15	20	20	26	19
Pzp	21	10	26	12	9	8	29	29	31	56
Qars	37	30	73	20	20	15	67	82	75	86
Qdpr	31	22	43	14	11	17	41	33	26	49
Qk	17	20	30	13	12	5	28	24	12	18
Qpct	24	21	35	6	8	14	10	22	26	13
Qpctl	48	52	121	39	36	20	148	165	127	185
Qprt	28	21	41	16	17	8	20	20	27	22
Qrfp	24	17	34	23	11	7	21	21	18	20
Qrfpr	20	29	22	11	11	7	11	16	13	7
Qrich1	35	59	150	55	58	21	183	218	195	259
Qrich2	35	33	44	22	24	15	50	32	42	43
Qrsl1	45	94	178	45	55	23	203	243	249	307
Qser1	67	66	120	51	50	21	195	167	198	251
Qsox1	41	47	79	30	29	17	119	87	114	154
Qsox2	32	28	43	10	10	11	29	32	32	42
Qtrt1	21	31	46	18	11	15	31	37	26	36
Qtrtd1	36	44	134	49	50	15	158	201	149	197
R3hcc1	34	28	40	16	11	13	37	34	28	48
R3hdm1	28	34	87	15	28	12	79	107	86	125
R3hdm2	24	21	40	17	7	9	31	23	37	21
R3hdml	29	25	47	17	22	11	31	35	33	36
R74862	53	59	120	67	64	16	167	181	163	218
Rab1	92	146	391	150	138	40	353	494	382	517
Rab10	38	37	77	34	27	15	86	124	89	145
Rab11a	34	44	123	39	49	13	142	186	129	220
Rab11b	23	37	61	17	25	14	102	130	87	182
Rab11fip1	25	31	55	14	20	8	46	47	35	81
Rab11fip2	29	21	53	26	24	9	53	66	37	78
Rab11fip3	34	31	81	30	33	13	123	121	151	193
Rab11fip4	15	26	40	13	17	8	16	18	21	26
Rab11fip5	23	29	43	10	10	7	29	38	26	39
Rab12	30	24	49	20	21	15	53	51	37	95
Rab13	32	31	47	21	17	14	81	75	83	108
Rab14	27	24	49	17	21	19	76	66	73	91
Rab15	30	30	46	19	14	12	49	52	46	44
Rab17	25	34	68	24	27	19	63	76	55	89
Rab18	35	26	58	21	21	12	74	63	45	98
Rab19	42	21	52	26	24	11	79	100	104	152
Rab1b	28	57	45	24	27	14	71	67	66	120
Rab20	36	42	62	31	24	12	65	77	88	131
Rab21	48	59	113	41	48	21	161	168	147	237
Rab22a	33	43	74	28	26	21	77	84	74	122
Rab23	23	19	27	14	10	6	15	25	14	16
Rab24	82	92	264	107	94	43	311	410	346	454
Rab25	46	48	104	24	39	14	115	142	141	182
Rab26	19	19	32	12	15	11	18	36	25	27
Rab27a	25	38	69	18	26	15	71	60	70	101
Rab27b	20	19	34	14	6	8	39	25	29	34
Rab28	43	40	107	21	27	7	140	197	106	188
Rab2a	26	25	41	14	16	4	37	40	33	37
Rab2b	56	78	193	64	71	22	267	359	303	413
Rab30	114	178	550	176	164	42	627	946	661	923
Rab31	33	39	49	24	26	14	91	70	83	142
Rab32	27	17	38	10	10	10	28	27	24	40
Rab33a	15	13	23	4	7	4	21	17	27	8
Rab33b	56	70	164	59	42	20	220	212	223	288
Rab34	30	27	41	29	18	13	26	21	23	26
Rab35	52	70	142	53	77	26	228	274	239	330
Rab36	20	17	32	13	7	8	20	18	26	36
Rab37	25	18	35	13	15	5	19	22	21	23
Rab38	19	17	29	11	12	11	10	12	11	12
Rab39	26	17	30	9	2	3	16	21	11	20
Rab39b	20	14	19	4	6	4	7	8	9	5
Rab3a	31	31	37	29	17	14	50	52	54	87
Rab3b	37	26	40	19	6	14	23	22	28	36
Rab3c	30	20	36	12	12	8	10	18	14	12
Rab3d	38	17	44	20	20	8	25	42	22	45
Rab3gap1	33	31	50	16	15	9	34	41	27	37
Rab3gap2	53	64	159	54	49	22	232	220	212	359
Rab3il1	19	18	38	9	19	8	25	27	24	19
Rab3ip	27	28	65	25	24	13	43	61	46	88
Rab40b	30	25	39	17	12	15	21	30	20	26
Rab40c	35	38	85	35	34	23	90	102	111	151
Rab42-ps	28	16	47	22	14	10	42	38	38	58
Rab43	38	32	66	22	26	16	63	56	72	99
Rab44	18	24	40	20	18	12	39	31	30	41
Rab4a	36	34	61	36	30	18	103	111	123	189
Rab4b	25	26	54	18	17	12	40	47	53	70
Rab5a	57	69	171	70	54	22	195	262	217	347
Rab5b	23	24	40	10	13	14	33	40	40	54
Rab5c	41	40	92	36	31	20	115	121	97	135
Rab6a	38	20	85	31	24	16	97	127	109	185
Rab6b	29	40	69	25	30	13	70	52	57	94
Rab7	27	31	26	15	10	11	31	32	45	31
Rab7l1	32	24	31	12	18	8	23	29	30	32
Rab8a	37	44	78	29	37	13	128	116	115	143
Rab8b	31	28	31	19	19	16	45	39	37	59
Rab9	16	14	25	8	11	4	38	40	24	47
Rab9b	14	11	10	11	7	3	14	16	16	18
Rabac1	27	30	44	10	14	10	44	41	51	72
Rabep1	28	27	61	30	25	13	68	75	74	101
Rabep2	34	28	59	27	23	17	63	60	62	86
Rabepk	41	45	91	33	38	10	131	152	155	191
Rabgap1	58	74	143	55	70	31	258	252	255	347
Rabgap1l	28	26	71	27	19	21	68	68	54	115
Rabgef1	60	77	211	70	76	19	204	300	253	381
Rabggta	36	37	83	34	32	16	65	95	92	94
Rabggtb	40	41	98	22	40	15	129	144	138	207
Rabif	42	49	98	31	33	18	176	188	171	218
Rabl2	20	27	28	32	15	9	20	32	35	37
Rabl3	58	67	157	53	71	18	209	265	246	287
Rabl5	25	30	44	15	13	10	26	42	27	36
Rac1	47	64	198	61	85	24	241	262	236	369
Rac2	29	21	44	15	14	10	23	24	19	17
Rac3	29	23	38	26	23	14	34	44	56	57
Racgap1	35	28	51	16	17	12	53	62	65	93
Rad1	55	89	220	83	70	26	280	346	232	355
Rad17	74	137	344	141	121	43	468	608	423	660
Rad18	30	36	54	25	24	14	57	70	61	80
Rad21	36	31	43	17	14	13	64	57	64	103
Rad21l	17	16	39	15	6	9	25	30	26	43
Rad23a	22	22	62	15	22	15	48	61	61	97
Rad23b	41	46	104	33	30	22	112	115	115	130
Rad50	30	38	71	28	39	15	61	83	80	83
Rad51	33	60	148	35	47	16	169	192	164	273
Rad51ap1	59	44	116	39	33	16	130	175	149	265
Rad51ap2	35	7	20	4	7	6	7	14	9	2
Rad51c	35	23	55	21	19	12	59	83	56	92
Rad51l1	62	70	153	57	42	10	219	233	245	360
Rad51l3	26	21	54	18	20	18	52	54	41	62
Rad52	34	41	82	23	35	12	71	65	77	116
Rad54b	37	34	83	27	37	13	132	146	134	202
Rad54l	25	41	91	22	35	14	112	134	156	191
Rad54l2	31	42	84	26	24	18	172	148	111	248
Rad9	33	38	86	37	31	14	114	112	113	155
Rad9b	39	91	186	67	100	16	210	252	220	317
Radil	26	20	36	16	18	11	12	16	16	20
Rae1	30	31	55	16	23	12	66	63	59	97
Raet1a	20	27	28	14	1	10	16	21	21	33
Raet1b	17	27	27	24	15	8	28	27	21	18
Raet1c	17	27	27	25	15	8	28	27	21	18
Raet1d	21	17	41	19	12	8	33	20	16	25
Raet1e	16	24	29	24	13	8	26	30	19	16
Raf1	67	78	158	64	85	19	228	226	227	321
Rag1	28	23	19	15	7	9	19	24	21	19
Rag2	24	19	26	8	6	4	15	18	23	30
Rai1	34	35	63	27	18	11	37	57	51	54
Rai12	74	97	245	114	97	28	338	351	335	484
Rai14	33	31	66	27	25	12	82	88	98	129
Rai2	14	8	20	9	7	7	12	17	9	17
Rala	47	64	136	48	59	23	205	233	186	261
Ralb	29	32	57	16	18	13	49	50	48	64
Ralbp1	35	30	61	28	12	10	98	61	72	107
Ralgapa1	24	15	32	15	17	10	18	50	34	39
Ralgapa2	29	25	67	22	27	15	62	63	47	101
Ralgapb	33	42	84	31	32	20	90	140	123	156
Ralgds	34	28	69	21	13	10	67	56	56	88
Ralgps1	19	29	45	23	17	9	33	48	32	46
Ralgps2	61	71	189	81	71	30	281	290	270	416
Raly	34	34	67	21	21	23	65	75	70	107
Ralyl	14	16	28	16	8	5	12	19	13	10
Ramp1	33	24	42	19	25	7	37	34	36	52
Ramp2	20	33	46	30	15	7	51	47	39	50
Ramp3	27	24	32	17	14	11	40	18	28	26
Ran	45	44	109	31	50	19	104	122	101	105
Ranbp1	75	93	236	98	92	30	276	291	301	391
Ranbp10	28	40	82	29	32	17	98	145	96	169
Ranbp17	16	17	20	6	6	5	12	20	13	7
Ranbp2	54	51	181	57	52	16	219	260	221	321
Ranbp3	35	50	66	23	23	11	81	61	110	124
Ranbp3l	3	6	15	10	1	9	3	4	7	7
Ranbp6	33	42	66	22	26	14	112	129	114	201
Ranbp9	60	107	257	104	112	25	305	333	295	436
Rangap1	26	33	26	14	13	11	26	33	36	39
Rangrf	37	36	44	16	31	13	47	26	67	54
Rap1a	28	29	62	23	20	6	58	62	64	94
Rap1b	50	54	120	44	44	21	141	140	107	206
Rap1gap	19	22	37	15	20	18	27	39	29	27
Rap1gap2	33	24	31	27	13	7	24	23	22	25
Rap1gds1	45	58	123	52	57	24	153	160	145	214
Rap2a	76	101	305	130	114	32	382	546	389	577
Rap2b	63	76	145	47	55	19	179	192	177	249
Rap2c	53	75	263	96	101	25	384	477	367	473
Rapgef1	30	33	40	17	9	12	25	22	28	35
Rapgef2	18	12	23	12	9	7	13	27	19	19
Rapgef3	30	46	73	20	29	13	53	59	54	105
Rapgef4	26	22	37	16	19	9	26	36	32	28
Rapgef5	26	19	27	22	5	7	18	18	26	26
Rapgef6	57	69	196	64	53	19	289	347	257	433
Rapgefl1	29	27	62	17	30	8	57	62	51	95
Raph1	36	55	126	49	54	23	191	212	173	259
Rapsn	18	23	42	12	10	12	34	22	28	20
Rara	45	70	188	59	83	25	215	199	229	288
Rarb	21	18	28	13	13	9	33	31	27	30
Rarg	17	34	36	21	22	8	37	32	25	40
Rarres1	19	28	36	10	5	10	19	20	15	19
Rarres2	24	29	35	9	13	5	29	25	22	27
Rars	27	20	37	12	18	8	39	36	39	43
Rars2	51	65	137	51	43	17	204	246	238	335
Rasa1	39	34	89	42	31	9	191	183	173	285
Rasa2	49	75	152	52	62	18	140	177	175	282
Rasa3	30	38	60	26	29	5	61	47	70	72
Rasa4	27	29	46	19	15	5	34	35	33	47
Rasal1	26	28	35	25	27	11	41	18	32	38
Rasal2	30	26	63	17	14	11	68	65	66	78
Rasal3	28	23	28	20	12	10	23	21	26	24
Rasd1	38	65	194	57	49	20	215	260	215	391
Rasd2	30	49	88	34	35	14	69	74	68	99
Rasef	49	75	166	71	91	17	173	201	166	179
Rasgef1a	33	31	42	22	12	17	40	29	43	47
Rasgef1b	42	33	72	41	30	10	123	108	77	159
Rasgef1c	34	26	56	21	14	14	34	29	32	45
Rasgrf1	22	18	29	16	11	11	16	16	14	12
Rasgrf2	30	18	40	19	12	6	18	35	33	15
Rasgrp1	22	20	42	18	14	7	26	17	15	13
Rasgrp2	22	28	57	36	21	10	49	34	53	65
Rasgrp3	18	20	33	14	7	15	10	28	15	11
Rasgrp4	26	22	25	11	19	5	17	25	23	28
Rasip1	26	30	34	20	17	7	26	33	21	9
Rasl10a	18	31	38	16	17	13	44	40	33	51
Rasl10b	21	31	44	20	20	10	56	30	40	44
Rasl11a	31	25	33	15	11	9	26	29	23	36
Rasl11b	35	45	68	34	32	11	78	84	92	111
Rasl12	36	32	31	19	16	8	29	45	38	38
Rasl2-9-ps	19	28	58	14	13	4	35	53	71	66
Rassf1	23	37	55	18	24	19	43	43	42	50
Rassf10	17	31	35	14	17	7	19	31	27	26
Rassf2	30	30	48	9	15	5	27	36	29	36
Rassf3	31	33	61	23	20	14	62	58	60	80
Rassf4	39	41	76	32	18	15	72	72	83	105
Rassf5	22	38	71	33	26	12	96	104	100	154
Rassf6	64	49	148	30	39	19	179	224	198	240
Rassf7	46	41	106	38	35	22	121	104	102	182
Rassf8	28	32	37	21	11	12	22	18	21	29
Rassf9	31	18	33	17	11	5	19	32	21	28
Raver1	38	25	59	27	24	16	71	68	92	99
Raver1-fdx1l	37	25	60	24	24	16	69	67	91	92
Raver2	19	21	33	15	11	12	15	25	25	19
Rax	22	19	37	14	15	12	18	18	21	20
Rb1	40	50	118	45	41	13	187	161	153	244
Rb1cc1	75	86	279	104	96	29	332	402	344	451
Rbak	27	25	39	21	24	8	64	49	42	48
Rbbp4	41	37	100	34	31	18	131	131	120	169
Rbbp5	38	66	160	49	51	17	243	392	250	447
Rbbp6	133	204	632	215	202	74	707	847	623	877
Rbbp7	29	36	68	24	30	10	125	100	105	139
Rbbp8	31	21	30	18	8	13	25	27	25	22
Rbbp9	24	20	38	33	6	12	42	42	37	43
Rbck1	31	34	86	31	20	18	96	85	84	102
Rbfa	31	30	55	24	22	14	56	73	60	101
Rbfox1	26	20	30	16	3	7	11	16	14	6
Rbfox2	27	23	54	19	24	13	42	47	29	44
Rbfox3	22	27	42	13	14	7	17	19	23	20
Rbks	104	139	498	173	173	44	488	745	568	738
Rbl1	68	70	204	59	81	25	320	319	240	392
Rbl2	32	30	39	14	16	8	49	54	48	68
Rbm10	34	38	116	39	47	12	146	160	162	191
Rbm11	20	20	30	13	5	9	12	19	10	16
Rbm12	24	27	65	24	31	17	68	82	96	92
Rbm12b	24	17	33	14	8	11	23	35	27	31
Rbm14	35	26	78	32	28	13	109	114	115	141
Rbm15	61	83	233	75	84	26	297	395	290	449
Rbm15b	43	57	105	41	43	19	115	136	120	216
Rbm17	33	21	36	20	29	17	36	40	59	57
Rbm18	27	39	128	35	39	14	113	130	106	155
Rbm19	34	34	46	14	21	8	44	42	49	69
Rbm20	31	39	44	29	16	14	51	45	33	39
Rbm22	36	34	95	43	21	7	95	137	92	141
Rbm24	25	20	29	20	15	13	22	28	22	10
Rbm25	41	53	159	48	61	11	202	226	220	300
Rbm26	31	43	88	23	43	21	118	121	113	152
Rbm27	34	43	107	29	24	12	128	100	113	126
Rbm28	24	26	43	17	11	10	44	49	34	68
Rbm3	19	25	41	14	14	7	64	72	78	102
Rbm31y	12	8	10	5	5	0	3	10	6	5
Rbm33	64	97	240	102	101	27	375	355	310	469
Rbm34	37	47	80	37	26	17	123	116	120	154
Rbm38	36	32	66	20	13	11	64	56	47	72
Rbm39	56	70	176	57	64	17	200	194	199	310
Rbm4	31	33	75	17	21	13	69	69	79	105
Rbm41	13	11	14	6	2	4	7	10	17	10
Rbm42	49	52	115	27	39	16	150	166	162	254
Rbm43	22	23	43	22	16	5	33	44	27	48
Rbm44	25	20	30	13	8	7	13	19	20	10
Rbm45	23	44	57	25	21	18	52	59	59	113
Rbm46	22	17	27	12	6	6	22	38	23	30
Rbm47	33	25	36	12	20	7	35	28	35	37
Rbm4b	32	33	72	33	18	15	78	102	92	146
Rbm5	37	23	80	21	23	12	91	83	110	155
Rbm6	35	38	98	32	39	15	142	176	162	192
Rbm7	51	51	119	46	54	19	196	175	145	226
Rbm8a	21	40	95	26	38	9	153	154	150	261
Rbms1	14	13	30	8	6	3	9	22	23	25
Rbms2	30	14	21	11	13	7	34	32	35	53
Rbms3	20	17	26	5	8	5	9	20	16	8
Rbmx	12	13	29	5	12	3	37	46	43	58
Rbmx2	10	8	16	4	6	3	13	19	11	24
Rbmxl1	65	86	200	68	84	27	319	299	277	381
Rbmxl2	21	9	21	9	9	7	6	23	13	10
Rbmy1a1	20	8	20	15	5	5	6	16	9	7
Rbp1	28	24	39	17	10	16	27	23	22	27
Rbp2	32	28	69	15	10	11	66	130	78	143
Rbp3	21	25	38	6	11	10	9	14	13	6
Rbp4	20	15	20	13	2	4	10	29	20	11
Rbp7	27	18	35	25	10	11	33	35	26	43
Rbpj	20	17	19	14	8	10	19	15	14	9
Rbpjl	22	21	41	14	12	11	19	23	18	25
Rbpms	35	40	63	33	29	17	74	50	59	90
Rbpms2	28	29	42	18	27	9	49	47	34	68
Rbx1	26	39	83	26	17	17	69	68	80	114
Rc3h1	26	30	51	25	27	15	49	51	49	97
Rc3h2	34	40	106	28	32	20	98	143	106	176
Rcan1	28	23	67	21	18	19	64	63	55	76
Rcan2	22	14	20	7	5	6	11	16	18	10
Rcan3	48	42	62	28	27	16	80	66	75	110
Rcbtb1	36	55	123	49	52	18	167	161	143	224
Rcbtb2	22	31	34	13	10	8	26	21	27	29
Rcc1	37	28	62	20	27	15	88	71	76	109
Rcc2	51	46	87	30	35	24	119	118	123	155
Rccd1	29	43	56	35	26	12	68	93	67	107
Rce1	55	83	189	84	104	24	263	293	267	356
Rchy1	45	71	186	70	69	24	241	316	229	393
Rcl1	35	34	63	23	35	11	58	80	81	100
Rcn1	32	26	47	17	16	17	37	44	34	43
Rcn2	24	27	40	12	16	15	38	44	26	48
Rcn3	14	18	36	20	15	14	15	24	26	20
Rcor1	102	168	352	160	138	34	523	460	495	626
Rcor2	38	53	72	39	47	12	113	94	103	123
Rcor3	54	82	219	88	86	37	323	310	261	402
Rcsd1	22	33	47	26	21	8	31	35	32	34
Rcvrn	31	28	24	15	11	10	9	17	17	14
Rd3	26	27	47	16	12	15	17	25	22	24
Rdbp	43	39	86	30	31	19	109	147	114	158
Rdh1	24	28	36	15	17	14	19	42	52	48
Rdh10	125	170	430	202	185	38	579	687	505	770
Rdh11	28	27	44	26	15	12	47	49	50	66
Rdh12	28	25	35	20	7	17	19	30	17	10
Rdh13	21	17	35	17	17	14	14	32	21	27
Rdh14	32	25	45	14	13	13	37	47	34	36
Rdh16	26	20	59	19	14	13	37	35	41	52
Rdh18-ps	32	20	32	13	10	8	27	28	23	28
Rdh19	23	21	23	21	22	13	23	28	28	16
Rdh5	34	28	45	15	15	12	40	44	47	64
Rdh7	29	23	40	7	16	11	44	29	48	44
Rdh8	21	22	28	18	12	15	17	19	20	19
Rdh9	39	28	56	20	12	12	70	60	72	105
Rdm1	48	62	201	55	70	21	230	302	240	390
Rdx	27	12	33	14	3	6	10	21	20	16
Rec8	27	25	26	24	7	8	29	24	24	34
Reck	22	14	38	20	15	13	28	25	30	21
Recql	63	70	214	93	112	28	278	293	253	352
